,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,acajutla,13.59,-89.83,33.0,36,99,2.6,SV,1592606926
385,juneau,58.3,-134.42,14.44,87,90,3.6,US,1592607222
386,kieta,-6.22,155.63,28.84,68,5,0.57,PG,1592607222
387,pinega,64.7,43.39,5.8,66,92,4.49,RU,1592607223
388,peci,44.63,16.79,17.0,88,12,1.0,BA,1592607223
389,poum,-20.23,164.02,22.14,77,16,3.7,NC,1592607104
390,eyl,7.98,49.82,29.38,56,84,10.77,SO,1592607223
391,faya,18.39,42.45,21.0,77,100,1.16,SA,1592607030
392,monrovia,6.3,-10.8,26.0,88,40,2.04,LR,1592606986
393,tabou,4.42,-7.35,25.68,76,76,2.07,CI,1592607223
394,cururupu,-1.83,-44.87,24.16,92,26,1.63,BR,1592607224
395,dickinson,29.46,-95.05,31.11,55,75,7.7,US,1592607224
396,barranca,-10.75,-77.77,17.04,86,15,4.35,PE,1592607224
397,zhuhai,22.28,113.57,30.0,88,20,3.1,CN,1592607224
398,santa marta de tormes,40.95,-5.63,14.0,62,0,2.1,ES,1592607224
399,alekseyevsk,57.84,108.35,16.01,60,0,1.49,RU,1592607120
400,qostanay,53.17,63.58,6.0,70,65,2.0,KZ,1592607224
401,santo domingo,18.5,-69.99,30.56,70,20,4.1,DO,1592607170
402,aras,42.56,-2.36,17.0,77,4,2.6,ES,1592607225
403,mayuge,0.46,33.48,17.52,88,23,0.27,UG,1592607225
404,znamenskoye,57.13,73.83,1.8,88,21,1.54,RU,1592607225
405,puerto penasco,31.32,-113.53,27.22,69,0,3.58,MX,1592606994
406,sur,22.57,59.53,29.38,70,45,5.48,OM,1592607214
407,tyrma,50.08,132.17,15.81,65,94,1.03,RU,1592607226
408,mecca,21.43,39.83,30.37,16,0,2.17,SA,1592606955
409,portland,45.52,-122.68,30.56,25,75,2.1,US,1592606714
410,sagua la grande,22.81,-80.08,26.0,88,75,1.0,CU,1592607226
411,ha tinh,18.33,105.9,26.76,76,76,1.62,VN,1592607226
412,kisumu,-0.1,34.76,18.0,88,75,1.5,KE,1592607226
413,nikki,9.94,3.21,23.03,85,98,1.02,BJ,1592607227
414,kondagaon,19.6,81.67,23.47,86,100,2.61,IN,1592607227
415,shingu,33.73,135.98,22.0,73,75,6.7,JP,1592607227
416,sao miguel do araguaia,-13.28,-50.16,22.87,56,22,0.79,BR,1592607227
417,bambanglipuro,-7.95,110.28,24.6,86,100,2.98,ID,1592607227
418,governador valadares,-18.85,-41.95,22.02,80,98,0.17,BR,1592607227
419,crestview,30.76,-86.57,31.0,51,90,2.1,US,1592607228
420,chuy,-33.7,-53.46,13.29,93,97,3.48,UY,1592607063
421,santos reyes nopala,16.11,-97.16,29.0,74,40,4.1,MX,1592607228
422,champerico,14.3,-91.92,24.0,94,90,3.1,GT,1592607228
423,pisco,-13.7,-76.22,19.0,77,1,6.7,PE,1592607228
424,moron,-34.65,-58.62,13.33,93,56,2.1,AR,1592607228
425,coahuayana,18.73,-103.68,29.0,62,40,7.7,MX,1592607228
426,de aar,-30.65,24.01,6.7,58,0,2.18,ZA,1592607229
427,yar-sale,66.83,70.83,5.81,66,94,6.51,RU,1592607090
428,neuquen,-38.95,-68.06,13.0,47,21,3.1,AR,1592606955
429,luocheng,29.38,104.03,24.23,75,93,0.27,CN,1592607229
430,magalia,39.81,-121.58,36.67,17,40,3.6,US,1592607229
431,arlit,18.74,7.39,35.25,17,15,3.94,NE,1592607229
432,taltal,-25.4,-70.48,14.13,77,22,1.71,CL,1592607230
433,xunchang,28.45,104.72,24.02,83,99,0.58,CN,1592607230
434,praxedis guerrero,31.37,-106.02,36.0,11,20,3.8,MX,1592607230
435,netanya,32.33,34.86,23.0,78,40,3.6,IL,1592607037
436,prince rupert,54.32,-130.32,15.0,93,90,3.1,CA,1592607230
437,le port,-20.94,55.29,21.0,68,20,8.2,RE,1592607123
438,muros,42.78,-9.06,17.22,85,39,0.89,ES,1592607230
439,port hedland,-20.32,118.57,18.0,48,0,4.6,AU,1592607231
440,maneromango,-7.2,38.78,21.0,94,20,1.5,TZ,1592607231
441,neiafu,-18.65,-173.98,25.0,69,40,5.7,TO,1592607231
442,gizo,-8.1,156.84,28.82,73,17,2.22,SB,1592607232
443,dakar,14.69,-17.44,24.0,94,48,2.1,SN,1592606960
444,maniitsoq,65.42,-52.9,3.16,88,100,8.39,GL,1592607057
445,cowra,-33.83,148.68,9.44,72,70,0.89,AU,1592607232
446,chokurdakh,70.63,147.92,31.58,18,18,5.59,RU,1592607083
447,korla,41.76,86.15,20.77,29,30,5.37,CN,1592607233
448,qatana,33.44,36.08,19.0,59,3,5.7,SY,1592607233
449,benito juarez,19.39,-99.17,26.0,31,75,8.7,MX,1592607233
450,limon,10.0,-83.03,29.0,74,51,2.1,CR,1592607233
451,carauari,-4.88,-66.9,24.01,96,90,0.84,BR,1592607222
452,rawlins,41.79,-107.24,20.0,22,75,5.43,US,1592607234
453,sidi ali,36.1,0.42,20.27,73,0,0.8,DZ,1592607234
454,oussouye,12.48,-16.55,28.0,88,75,4.1,SN,1592607234
455,mujiayingzi,42.12,118.78,23.52,41,0,4.05,CN,1592606990
456,caravelas,-17.71,-39.25,22.68,86,0,2.73,BR,1592607234
457,igarka,67.47,86.58,8.57,73,65,5.24,RU,1592607234
458,batagay,67.63,134.63,30.36,24,27,0.58,RU,1592607234
459,dasoguz,41.84,59.97,23.0,40,0,4.1,TM,1592607235
460,katsuura,35.13,140.3,22.78,73,10,0.45,JP,1592607235
461,luderitz,-26.65,15.16,18.0,36,0,2.6,NA,1592607235
462,kununurra,-15.77,128.73,19.0,38,0,1.5,AU,1592607235
463,jining,35.41,116.58,25.56,51,78,3.26,CN,1592607236
464,manicore,-5.81,-61.3,29.0,74,25,1.0,BR,1592607236
465,cervo,43.67,-7.41,17.22,85,15,0.89,ES,1592607236
466,sechura,-5.56,-80.82,21.42,69,0,7.42,PE,1592607236
467,fort-shevchenko,44.51,50.26,29.51,31,99,8.64,KZ,1592607236
468,klaksvik,62.23,-6.59,10.0,93,83,7.2,FO,1592607236
469,pervomayskoye,43.92,46.71,19.86,58,100,1.88,RU,1592607237
470,visby,57.64,18.3,16.67,77,18,2.1,SE,1592607237
471,rio tercero,-32.17,-64.11,11.11,55,0,3.05,AR,1592607237
472,cap malheureux,-19.98,57.61,22.22,69,89,5.81,MU,1592607237
473,vao,-22.67,167.48,20.77,83,13,10.34,NC,1592607096
474,viransehir,37.24,39.76,20.5,56,36,1.61,TR,1592607237
475,egvekinot,66.32,-179.17,14.7,36,69,0.85,RU,1592607238
476,aitape,-3.14,142.35,28.27,74,3,1.63,PG,1592607238
477,catuday,16.29,119.81,27.51,79,61,1.8,PH,1592607238
478,sinop,41.77,34.87,14.94,74,36,2.04,TR,1592607187
479,quatre cocos,-20.21,57.76,22.22,68,75,6.7,MU,1592607238
480,byron bay,-28.65,153.62,14.0,93,90,3.6,AU,1592607238
481,mabiton,12.83,123.26,28.16,75,55,4.98,PH,1592607238
482,navoloki,57.47,41.96,17.04,95,67,1.85,RU,1592607239
483,yining,29.04,114.56,23.04,92,94,0.64,CN,1592607130
484,majene,-3.54,118.97,25.94,86,72,5.2,ID,1592607125
485,yulara,-25.24,130.99,9.0,49,0,2.6,AU,1592607239
486,ben tre,10.23,106.38,25.24,93,100,0.54,VN,1592607239
487,bose,45.46,8.01,17.22,70,69,3.18,IT,1592607239
488,otorohanga,-38.18,175.2,13.33,99,13,0.45,NZ,1592607239
489,ongandjera,-17.88,15.07,14.45,42,12,4.11,NA,1592607240
490,soe,-9.86,124.28,18.72,97,28,2.11,ID,1592607240
491,ust-tsilma,65.44,52.15,4.9,77,91,5.03,RU,1592607240
492,cabra,37.47,-4.44,21.67,51,0,1.16,ES,1592607240
493,camapua,-19.53,-54.04,23.32,53,1,3.21,BR,1592607240
494,waddan,29.16,16.14,30.2,14,0,3.05,LY,1592607241
495,vardo,70.37,31.11,6.0,70,40,4.6,NO,1592607241
496,evensk,61.95,159.23,15.21,70,71,1.98,RU,1592607241
497,tabuk,17.42,121.44,25.63,81,0,0.89,PH,1592607241
498,winslow,35.02,-110.7,32.0,10,1,5.1,US,1592607014
499,duku,11.24,4.91,25.04,83,100,1.58,NG,1592607241
500,bella union,-30.28,-57.6,21.74,90,34,1.73,UY,1592607241
501,paso de carrasco,-34.86,-56.05,12.22,93,90,2.6,UY,1592607203
502,botou,38.07,116.57,25.42,50,91,5.62,CN,1592607242
503,havoysund,71.0,24.66,6.0,70,75,6.2,NO,1592607242
504,bugyi,47.23,19.15,17.78,82,28,6.2,HU,1592607242
505,garmsar,35.22,52.34,30.55,13,74,3.58,IR,1592607242
506,masty,53.41,24.54,17.57,92,51,2.99,BY,1592607242
507,iquique,-20.22,-70.14,18.0,68,90,5.1,CL,1592607243
508,baykit,61.67,96.37,18.21,56,76,0.55,RU,1592607243
509,halifax,44.65,-63.57,29.44,60,0,0.89,CA,1592606974
510,tolaga bay,-38.37,178.3,15.06,91,100,5.05,NZ,1592607243
511,ostrovnoy,68.05,39.51,5.62,80,87,9.83,RU,1592607243
512,opuwo,-18.06,13.84,12.5,42,7,3.72,NA,1592607243
513,fort nelson,58.81,-122.7,28.0,34,75,2.1,CA,1592607243
514,sistranda,63.73,8.83,15.0,77,27,1.5,NO,1592607244
515,bluefield,37.27,-81.22,19.44,93,40,1.59,US,1592607168
516,constitucion,-35.33,-72.42,11.84,89,75,2.48,CL,1592607244
517,grindavik,63.84,-22.43,11.0,71,100,4.6,IS,1592607244
518,chapais,49.78,-74.85,31.0,25,1,5.7,CA,1592607244
519,vestmannaeyjar,63.44,-20.27,10.51,83,100,6.73,IS,1592607244
520,burnie,-41.07,145.92,13.33,91,99,4.47,AU,1592607244
521,leh,34.17,77.58,9.63,47,53,2.32,IN,1592607245
522,lusambo,-4.97,23.45,24.71,48,91,0.17,CD,1592607245
523,ishigaki,24.34,124.16,29.0,89,75,6.7,JP,1592607245
524,kekri,25.97,75.15,32.92,46,34,8.19,IN,1592607245
525,riyadh,24.69,46.72,28.0,13,99,2.6,SA,1592607245
526,bajil,15.06,43.29,32.28,58,87,1.79,YE,1592607245
527,polson,47.69,-114.16,22.78,48,66,0.87,US,1592607246
528,batamshinskiy,50.56,58.27,10.0,46,0,4.0,KZ,1592607246
529,zolotkovo,55.53,41.11,16.32,97,3,2.45,RU,1592607246
530,mackay,-21.15,149.2,18.33,88,90,5.7,AU,1592607246
531,tual,-5.67,132.75,27.01,77,94,10.0,ID,1592607246
532,basoko,1.24,23.62,22.75,69,90,0.98,CD,1592607246
533,ozernovskiy,51.5,156.52,7.02,84,100,2.83,RU,1592607247
534,somerset east,-32.72,25.59,11.15,43,0,3.39,ZA,1592607247
535,kokkola,63.84,23.13,12.78,81,0,3.1,FI,1592607247
536,lichinga,-13.31,35.24,10.3,100,73,2.23,MZ,1592607247
537,acapulco,16.86,-99.89,31.0,66,40,2.1,MX,1592606993
538,tupik,54.43,119.93,11.14,89,99,1.8,RU,1592607247
539,navalmoral de la mata,39.89,-5.54,21.11,37,0,2.24,ES,1592607247
540,ambilobe,-13.2,49.05,20.75,95,100,0.9,MG,1592607248
541,filadelfia,39.95,-75.16,27.78,54,75,3.6,US,1592607172
542,tierralta,8.17,-76.06,27.28,87,63,2.6,CO,1592607248
543,darapidap,17.21,120.41,27.06,74,3,1.8,PH,1592607248
544,ketchikan,55.34,-131.65,16.0,93,90,6.2,US,1592607248
545,kuito,-12.38,16.93,10.11,52,0,1.01,AO,1592607248
546,arandis,-22.42,14.97,20.56,30,0,5.66,NA,1592607248
547,taupo,-38.68,176.08,13.33,86,98,3.13,NZ,1592607003
548,anadyr,64.75,177.48,10.47,71,100,1.67,RU,1592607249
549,jacareacanga,-6.22,-57.75,25.6,65,20,0.71,BR,1592607249
550,honningsvag,70.98,25.97,6.1,80,97,7.15,NO,1592607249
551,jhargram,22.45,86.98,27.69,85,42,2.51,IN,1592607249
552,corumba,-19.01,-57.65,25.51,59,8,1.42,BR,1592607249
553,berekum,7.45,-2.58,21.78,99,100,1.61,GH,1592607249
554,amudat,1.95,34.95,19.08,83,27,1.83,UG,1592607250
555,rabo de peixe,37.8,-25.58,18.0,88,75,5.1,PT,1592607250
556,great bend,38.36,-98.76,22.22,78,90,4.1,US,1592607250
557,lebu,-37.62,-73.65,11.2,87,91,5.98,CL,1592607250
558,taksimo,56.34,114.88,15.19,62,3,0.27,RU,1592607250
559,erzin,36.96,36.2,20.0,89,89,2.68,TR,1592607251
560,high level,58.52,-117.14,27.0,36,20,3.6,CA,1592607251
561,kisangani,0.52,25.2,20.91,68,68,0.92,CD,1592607252
562,bitung,1.45,125.18,25.0,94,40,1.0,ID,1592607252
563,saint-georges,12.06,-61.75,29.0,74,20,3.6,GD,1592607252
564,andenes,69.31,16.12,8.0,81,0,8.2,NO,1592607252
