,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,melfi,41.0,15.65,78.8,44,5,5.82,IT,1595887112
387,mogadishu,2.04,45.34,77.22,86,74,21.5,SO,1595887112
388,puri,19.8,85.85,80.6,88,75,3.36,IN,1595887112
389,contai,21.78,87.75,84.2,80,100,9.01,IN,1595887112
390,mahur,25.17,93.12,71.31,88,100,1.12,IN,1595887112
391,tiarei,-17.53,-149.33,84.2,66,40,16.11,PF,1595887112
392,chapais,49.78,-74.85,78.8,69,75,3.36,CA,1595886761
393,glenwood springs,39.55,-107.32,93.2,22,1,9.17,US,1595887113
394,aklavik,68.22,-135.01,69.8,43,75,2.24,CA,1595887113
395,tremosnice,49.87,15.58,66.2,68,100,4.7,CZ,1595887113
396,pandan,14.05,124.17,80.56,81,100,3.2,PH,1595887113
397,grenfell,-33.9,148.17,45.0,97,43,9.33,AU,1595887113
398,benguela,-12.58,13.41,67.75,84,29,3.83,AO,1595887113
399,turangi,-39.0,175.93,44.01,84,1,1.99,NZ,1595887113
400,maragogi,-9.01,-35.22,74.48,77,92,10.4,BR,1595886819
401,saint-joseph,-21.37,55.62,68.0,77,97,5.82,RE,1595887114
402,ngunguru,-35.62,174.5,57.99,3,90,8.99,NZ,1595887026
403,chernyshevskiy,63.01,112.47,47.62,75,100,9.08,RU,1595887114
404,hualmay,-11.1,-77.61,64.04,72,76,10.45,PE,1595887114
405,san carlos de bariloche,-41.15,-71.31,39.2,55,20,19.46,AR,1595887114
406,arequipa,-16.4,-71.53,64.31,25,0,5.03,PE,1595887036
407,trincomalee,8.57,81.23,80.24,78,100,10.76,LK,1595887115
408,bud,39.45,-86.18,75.2,88,40,8.05,US,1595887115
409,zhigansk,66.77,123.37,48.11,78,85,8.59,RU,1595887115
410,palasa,18.77,84.42,82.04,81,85,5.14,IN,1595887115
411,shunyi,40.12,116.65,77.0,94,78,2.24,CN,1595887115
412,rehoboth,-23.32,17.08,46.87,49,0,5.23,NA,1595887115
413,timbiqui,2.77,-77.67,78.82,88,73,7.83,CO,1595887115
414,saint george,37.1,-113.58,102.0,14,1,11.1,US,1595886963
415,rio gallegos,-51.62,-69.22,37.4,74,20,18.34,AR,1595887116
416,talara,-4.58,-81.27,65.68,79,2,16.87,PE,1595887116
417,teya,60.38,92.63,53.13,80,94,1.57,RU,1595887116
418,bairiki,1.33,172.98,84.2,79,75,8.05,KI,1595887098
419,puerto gaitan,4.31,-72.08,84.69,67,18,1.63,CO,1595887116
420,oistins,13.07,-59.53,84.2,79,40,13.87,BB,1595887116
421,tiznit,29.58,-9.5,81.81,38,23,0.87,MA,1595887116
422,estevan,49.13,-102.98,78.8,39,20,11.41,CA,1595887117
423,yar-sale,66.83,70.83,47.97,75,100,11.61,RU,1595887117
424,koplik,42.21,19.44,84.2,32,0,8.05,AL,1595887117
425,zambezi,-13.54,23.1,57.69,42,0,6.17,ZM,1595887117
426,payson,40.04,-111.73,93.2,17,40,22.75,US,1595886938
427,nangong,37.36,115.37,72.37,80,4,2.82,CN,1595887117
428,pudozh,61.81,36.53,59.02,85,59,3.44,RU,1595887118
429,musoma,-1.5,33.8,67.84,78,10,5.55,TZ,1595887118
430,ottumwa,41.02,-92.41,86.0,45,1,9.17,US,1595887118
431,tecoanapa,16.52,-98.75,87.57,64,100,9.91,MX,1595887118
432,goderich,43.75,-81.72,81.0,78,72,8.97,CA,1595887118
433,isilkul,54.91,71.27,53.78,89,19,4.76,RU,1595887118
434,ulaanbaatar,47.91,106.88,48.2,93,20,4.47,MN,1595887091
435,kingston,18.0,-76.79,87.8,74,20,26.4,JM,1595887044
436,nyurba,63.28,118.33,49.77,76,100,7.94,RU,1595887119
437,rovnoye,50.78,46.05,65.35,60,12,6.35,RU,1595887119
438,ozernovskiy,51.5,156.52,53.02,92,98,11.63,RU,1595887119
439,candeias,-20.77,-45.28,64.65,65,53,3.22,BR,1595887119
440,flinders,-34.58,150.86,60.01,91,100,7.0,AU,1595887120
441,etchoropo,26.77,-109.67,100.99,47,1,5.01,MX,1595887120
442,gilbues,-9.83,-45.34,77.45,38,5,8.57,BR,1595886985
443,newcastle,-32.93,151.78,53.6,93,90,19.46,AU,1595886972
444,teguise,29.06,-13.56,73.4,78,20,21.92,ES,1595887120
445,miyako,39.64,141.95,65.55,94,100,5.37,JP,1595887120
446,tautira,-17.73,-149.15,84.2,66,40,16.11,PF,1595887120
447,haines junction,60.75,-137.51,51.3,75,100,3.69,CA,1595887121
448,juneau,58.3,-134.42,57.2,82,75,6.93,US,1595887121
449,almaznyy,48.04,40.05,77.0,41,20,11.18,RU,1595887121
450,taoudenni,22.68,-3.98,100.29,8,0,6.89,ML,1595887017
451,vilyuysk,63.76,121.62,51.71,69,100,7.56,RU,1595887121
452,masvingo,-20.06,30.83,47.75,84,32,4.83,ZW,1595887121
453,nelson bay,-32.72,152.15,54.0,93,90,19.46,AU,1595887121
454,anloga,5.79,0.9,77.0,83,20,13.87,GH,1595887122
455,palmar de bravo,18.83,-97.57,75.0,68,100,8.01,MX,1595887122
456,chirongui,-12.93,45.15,69.8,88,90,24.16,YT,1595887122
457,birjand,32.87,59.22,69.8,22,0,4.7,IR,1595887122
458,enshi,30.3,109.48,70.29,84,14,0.47,CN,1595887122
459,ambilobe,-13.2,49.05,70.47,79,74,1.88,MG,1595887123
460,luderitz,-26.65,15.16,64.4,63,0,6.93,NA,1595887123
461,constantine,36.37,6.61,84.2,25,0,4.7,DZ,1595887123
462,camacha,33.08,-16.33,71.6,73,40,10.29,PT,1595887123
463,biak,-0.91,122.88,75.88,81,96,7.67,ID,1595887123
464,dhidhdhoo,6.88,73.1,81.84,79,67,13.56,MV,1595886995
465,rorvik,64.86,11.24,57.2,87,26,5.82,NO,1595887123
466,vila franca do campo,37.72,-25.43,73.4,88,40,6.93,PT,1595887124
467,garoua boulai,5.88,14.55,64.22,98,90,1.99,CM,1595887124
468,voh,-20.97,164.7,73.69,71,100,7.31,NC,1595887124
469,sabang,5.89,95.32,80.71,82,100,26.08,ID,1595887124
470,nanzhou,29.36,112.4,71.85,97,15,2.93,CN,1595887124
471,nampula,-15.12,39.27,61.93,98,47,3.94,MZ,1595887124
472,cravo norte,6.3,-70.2,78.3,81,96,3.4,CO,1595887125
473,guaiba,-30.11,-51.33,68.0,82,90,2.24,BR,1595887125
474,sawakin,19.11,37.33,89.13,57,100,9.86,SD,1595887125
475,kantang,7.41,99.52,78.33,86,82,3.0,TH,1595887125
476,takoradi,4.88,-1.76,75.07,87,98,11.36,GH,1595887125
477,ostrovnoy,68.05,39.51,54.23,88,0,0.76,RU,1595887010
478,mitsamiouli,-11.38,43.28,74.68,75,100,13.94,KM,1595887125
479,ca mau,9.18,105.15,77.81,90,12,2.53,VN,1595887126
480,doha,25.29,51.53,93.99,75,34,5.82,QA,1595886887
481,karratha,-20.74,116.85,63.39,30,92,12.03,AU,1595887126
482,nantucket,41.28,-70.1,80.01,78,1,14.99,US,1595887103
483,gualeguaychu,-33.01,-58.52,53.01,58,90,18.01,AR,1595887126
484,la plaine,15.33,-61.25,87.8,66,75,10.29,DM,1595887126
485,inyonga,-6.72,32.07,61.05,57,1,3.13,TZ,1595887126
486,ipixuna,-1.76,-48.8,87.8,43,0,6.93,BR,1595887127
487,gravdal,68.12,13.5,57.2,82,75,12.75,NO,1595887127
488,narsaq,60.92,-46.05,53.6,66,75,4.7,GL,1595887127
489,beyneu,45.32,55.2,72.43,26,36,10.11,KZ,1595887127
490,zhangjiakou,40.81,114.88,63.86,89,61,4.09,CN,1595887127
491,nome,64.5,-165.41,51.8,87,90,18.34,US,1595887127
492,tabuk,17.42,121.44,74.84,87,56,1.48,PH,1595887128
493,linden,6.0,-58.3,87.8,66,20,3.36,GY,1595887128
494,kyren,51.68,102.14,55.71,78,31,0.4,RU,1595887128
495,tual,-5.67,132.75,78.53,80,100,21.45,ID,1595887128
496,berlevag,70.86,29.09,64.4,63,0,5.82,NO,1595887128
497,gorontalo,0.54,123.06,76.05,85,99,4.25,ID,1595887128
498,abu kamal,34.45,40.92,96.31,12,64,6.8,SY,1595887129
499,nouadhibou,20.93,-17.03,77.0,78,0,10.29,MR,1595887129
500,zhicheng,30.3,111.5,77.0,90,68,0.11,CN,1595887129
501,swan hill,-35.34,143.55,46.18,85,0,11.65,AU,1595887129
502,marfino,55.7,37.38,66.0,87,0,4.47,RU,1595887130
503,sinnamary,5.38,-52.95,80.04,80,27,3.98,GF,1595887130
504,hamilton,39.18,-84.53,88.0,70,1,5.82,US,1595887105
505,saint-michel-des-saints,46.68,-73.92,75.0,9,44,6.29,CA,1595887130
506,miri,4.41,114.01,77.0,94,40,3.36,MY,1595887053
507,soure,-0.72,-48.52,81.16,78,0,10.85,BR,1595887130
508,sao pedro do piaui,-5.93,-42.72,77.32,43,2,3.49,BR,1595887131
509,aguimes,27.91,-15.45,73.99,78,40,32.21,ES,1595887131
510,abu dhabi,24.47,54.37,100.4,47,62,3.36,AE,1595887121
511,esil,51.96,66.4,56.88,81,83,9.04,KZ,1595887131
512,manaure,11.78,-72.44,88.2,59,43,17.02,CO,1595887131
513,krasnoselkup,65.7,82.47,45.82,82,86,11.63,RU,1595887131
514,agirish,61.92,63.02,48.45,80,31,5.21,RU,1595887132
515,florida,28.75,-82.5,84.0,74,1,3.36,US,1595886852
516,kirkland lake,48.14,-80.04,68.0,94,90,3.36,CA,1595887132
517,fatehgarh,27.37,79.63,89.98,58,100,7.11,IN,1595887132
518,peniche,39.36,-9.38,68.0,91,17,8.01,PT,1595887132
519,yopal,5.34,-72.4,80.17,81,57,1.05,CO,1595886962
520,sakakah,29.97,40.21,96.8,14,4,6.93,SA,1595887133
521,bataipora,-22.3,-53.27,72.97,51,90,4.32,BR,1595887133
522,christchurch,-43.53,172.63,42.01,100,100,4.7,NZ,1595887133
523,aden,12.78,45.04,86.67,69,79,9.98,YE,1595887029
524,oia,40.54,-8.54,68.0,1,4,5.01,PT,1595887133
525,vlore,40.47,19.49,74.73,61,0,4.32,AL,1595887133
526,chumikan,54.72,135.31,63.52,79,96,7.92,RU,1595887134
527,iisalmi,63.56,27.19,60.8,77,94,2.24,FI,1595887134
528,kargil,34.57,76.1,56.12,56,0,6.67,IN,1595887134
529,asau,46.43,26.4,60.01,92,76,4.92,RO,1595887134
530,santiago,-33.46,-70.65,57.2,50,20,3.36,CL,1595887134
531,dajal,29.56,70.38,98.15,38,0,20.65,PK,1595887134
532,itai,-23.42,-49.09,67.33,62,89,1.86,BR,1595887135
533,casas grandes,30.37,-107.95,89.01,35,38,4.0,MX,1595887135
534,uusikaupunki,60.8,21.41,62.6,88,75,3.36,FI,1595887135
535,krasnovishersk,60.41,57.08,56.07,91,25,0.34,RU,1595887135
536,dourbali,11.81,15.86,76.48,80,31,3.13,TD,1595887135
537,alyangula,-13.85,136.42,55.4,93,6,18.48,AU,1595887136
538,samarai,-10.62,150.67,79.56,89,91,11.12,PG,1595887136
539,caravelas,-17.71,-39.25,70.59,77,13,5.06,BR,1595887136
540,padang,-0.95,100.35,76.41,80,100,4.25,ID,1595887103
541,frontera,26.93,-101.45,77.29,65,96,6.85,MX,1595887136
542,northam,51.03,-4.22,59.0,89,15,10.0,GB,1595887136
543,hami,42.8,93.45,81.0,19,3,4.25,CN,1595887136
544,arcata,40.87,-124.08,64.99,77,1,5.82,US,1595887136
545,sassandra,4.95,-6.08,73.71,87,99,7.94,CI,1595887137
546,prince rupert,54.32,-130.32,59.0,87,75,5.82,CA,1595887137
547,seymchan,62.88,152.43,71.44,62,41,2.91,RU,1595887137
548,dospat,41.65,24.17,53.76,93,0,5.03,BG,1595887137
549,port lincoln,-34.73,135.87,48.36,78,100,6.71,AU,1595886988
550,husavik,66.04,-17.34,48.2,66,75,13.87,IS,1595887137
551,kysyl-syr,63.9,122.76,53.02,68,100,6.98,RU,1595887137
552,portland,45.52,-122.68,99.0,23,20,5.82,US,1595886633
553,kendari,-3.94,122.5,71.19,92,91,3.22,ID,1595887138
554,neiafu,-18.65,-173.98,75.2,83,75,10.29,TO,1595887138
555,necochea,-38.55,-58.74,43.0,92,92,4.0,AR,1595887138
556,iqaluit,63.75,-68.51,57.2,76,75,3.36,CA,1595887138
557,ayagoz,47.97,80.44,62.98,69,71,8.66,KZ,1595887138
558,bossangoa,6.49,17.46,70.05,94,88,2.82,CF,1595887139
559,gat,31.61,34.76,82.0,73,57,1.07,IL,1595887038
560,kattivakkam,13.22,80.32,84.2,83,40,6.93,IN,1595887139
561,mahon,39.89,4.27,77.0,83,0,1.12,ES,1595887139
562,kemijarvi,66.71,27.43,56.71,78,100,2.21,FI,1595887139
563,tempio pausania,40.9,9.1,77.0,65,0,3.36,IT,1595887140
564,castilho,-20.87,-51.49,77.4,33,76,6.4,BR,1595887140
565,pervomayskiy,53.25,40.29,62.83,74,76,5.68,RU,1595887140
566,saint-paul,-21.01,55.27,69.8,73,100,6.93,RE,1595887140
567,chiang khong,20.26,100.4,69.01,99,99,0.6,TH,1595887140
568,charters towers,-20.1,146.27,54.3,42,0,14.7,AU,1595887140
569,uyskoye,54.38,60.0,51.91,86,0,4.43,RU,1595887141
570,mittersill,47.27,12.48,62.01,91,0,5.1,AT,1595887141
571,kenai,60.55,-151.26,64.4,72,1,13.87,US,1595887006
572,ionia,42.99,-85.07,82.0,51,40,10.29,US,1595887141
573,okato,-39.2,173.88,46.99,70,70,5.99,NZ,1595887141
574,humberto de campos,-2.6,-43.46,77.63,73,14,5.06,BR,1595887141
575,buarcos,40.17,-8.88,66.2,93,90,10.29,PT,1595887141
576,acarau,-2.89,-40.12,78.53,73,28,16.8,BR,1595887142
